SoundID,LayerName,R^2
19,input_after_preproc,0.06756592701401452
19,conv1,0.8974263993076427
19,bn1,0.5901374098208917
19,conv1_relu1,0.5898610382892703
19,maxpool1,0.6361057561399045
19,layer1,0.4256965284160974
19,layer2,0.38033035464254417
19,layer3,0.5335375271907792
19,layer4,0.5273362234987631
19,avgpool,0.9996799822810887
19,final/signal/word_int,0.9997318498227583
19,final/signal/speaker_int,0.999954051308779
19,final/noise/labels_binary_via_int,0.9999961963954789
