SoundID,LayerName,R^2
0,input_after_preproc,0.34034354082816254
0,conv1,0.9335105039935382
0,bn1,0.7325564067962972
0,conv1_relu1,0.7325370460864044
0,maxpool1,0.7791281658787449
0,layer1,0.5440764188713677
0,layer2,0.5055223120390272
0,layer3,0.7362900028190421
0,layer4,0.9411015254441584
0,avgpool,0.9999809610139915
0,final/signal/word_int,0.9999940035668456
0,final/signal/speaker_int,0.9999978984120569
0,final/noise/labels_binary_via_int,0.9999989179333776
