SoundID,LayerName,MSE (dB)
7,input_after_preproc,-91.01858714972339
7,conv1,-63.81964490692152
7,bn1,-56.01512299013817
7,conv1_relu1,-56.019864471114104
7,maxpool1,-78.8563234193048
7,layer1,-32.216194896428604
7,layer2,-26.91082956254987
7,layer3,-24.666406150778254
7,layer4,-21.785723526301204
7,avgpool,-33.33776904360323
7,final/signal/word_int,-28.704285840167906
7,final/signal/speaker_int,-36.587014615032004
7,final/noise/labels_binary_via_int,-44.802154075044804
