SoundID,LayerName,R^2
3,input_after_preproc,0.9999999987281871
3,conv1,0.999999927180157
3,bn1,0.9999995599386193
3,conv1_relu1,0.9999995344352328
3,maxpool1,0.9999999370737643
3,layer1,0.9999793576498989
3,layer2,0.9998472501364132
3,layer3,0.9992682005709792
3,layer4,0.9995314234947551
3,avgpool,0.9999497696585979
3,final/signal/word_int,0.9999165140011381
3,final/signal/speaker_int,0.9999727870578352
3,final/noise/labels_binary_via_int,0.9998958434526924
