SoundID,LayerName,R^2
0,input_after_preproc,0.9999999987096058
0,conv1,0.9999999621744807
0,bn1,0.9999996194855061
0,conv1_relu1,0.9999996198436679
0,maxpool1,0.9999999585343433
0,layer1,0.9999824175708212
0,layer2,0.9998945009882089
0,layer3,0.9989235306469421
0,layer4,0.9995769363640411
0,avgpool,0.9999868717485951
0,final/signal/word_int,0.9999518491059164
0,final/signal/speaker_int,0.999993048389628
0,final/noise/labels_binary_via_int,0.9999633183222404
