SoundID,LayerName,R^2
14,input_after_preproc,0.9999999996768212
14,conv1,0.9999996730240682
14,bn1,0.9999988272958503
14,conv1_relu1,0.9999988472057424
14,maxpool1,0.9999993783894643
14,layer1,0.9999264155121862
14,layer2,0.9995532959385883
14,layer3,0.9992759810044433
14,layer4,0.99788051253698
14,avgpool,0.9998370890752636
14,final/signal/word_int,0.997867408728771
14,final/signal/speaker_int,0.9995193066190602
14,final/noise/labels_binary_via_int,0.9999978615023126
