SoundID,LayerName,MSE (dB)
24,input_after_preproc,-89.5713413012214
24,conv1,-66.14479566248662
24,bn1,-60.827685933447064
24,conv1_relu1,-60.69097869921162
24,maxpool1,-63.22335503196857
24,layer1,-36.63784037116209
24,layer2,-32.014849140377414
24,layer3,-21.230508823146167
24,layer4,-12.293329107433673
24,avgpool,-26.808421946594517
24,final/signal/word_int,-24.039712261937936
24,final/signal/speaker_int,-22.3051955361673
24,final/noise/labels_binary_via_int,-57.919945436106026
