SoundID,LayerName,MSE (dB)
1,input_after_preproc,-96.40587532218737
1,conv1,-63.46771246358575
1,bn1,-46.85858028308619
1,conv1_relu1,-46.976417047337705
1,maxpool1,-60.816167416384204
1,layer1,-25.448440441661127
1,layer2,-22.791719902502035
1,layer3,-18.28369666386472
1,layer4,-23.78965947100876
1,avgpool,-33.49085624940425
1,final/signal/word_int,-34.4532924768614
1,final/signal/speaker_int,-42.26595525618316
1,final/noise/labels_binary_via_int,-44.33151346016841
