SoundID,LayerName,R^2
18,input_after_preproc,0.9999999982621686
18,conv1,0.9999993491181094
18,bn1,0.9999981900598279
18,conv1_relu1,0.9999981772137214
18,maxpool1,0.9999979549836092
18,layer1,0.9996227926913465
18,layer2,0.9985520995134793
18,layer3,0.9867699732260665
18,layer4,0.9549682302216461
18,avgpool,0.9980347318006738
18,final/signal/word_int,0.9942529378413191
18,final/signal/speaker_int,0.9938746515925156
18,final/noise/labels_binary_via_int,0.9998812767388527
