SoundID,LayerName,MSE (dB)
4,input_after_preproc,-84.9256962103763
4,conv1,-71.87547204606292
4,bn1,-55.39957413342762
4,conv1_relu1,-55.46074458114555
4,maxpool1,-66.2376657404142
4,layer1,-36.19484008853322
4,layer2,-30.32560447476665
4,layer3,-27.122125683623516
4,layer4,-30.066844972836606
4,avgpool,-43.347596155186224
4,final/signal/word_int,-37.58094166696943
4,final/signal/speaker_int,-47.049610692186626
4,final/noise/labels_binary_via_int,-52.179933938995475
