SoundID,LayerName,MSE (dB)
21,input_after_preproc,-91.48490460530712
21,conv1,-65.75841683912662
21,bn1,-62.64023759838281
21,conv1_relu1,-62.70570032023664
21,maxpool1,-66.11842327829903
21,layer1,-40.33112688198007
21,layer2,-32.15089636649171
21,layer3,-31.84535823663058
21,layer4,-31.724489312069096
21,avgpool,-40.39985661095143
21,final/signal/word_int,-25.937532478163604
21,final/signal/speaker_int,-31.72478374763613
21,final/noise/labels_binary_via_int,-69.9023220001489
