SoundID,LayerName,MSE (dB)
0,input_after_preproc,-94.29871461158085
0,conv1,-74.5202739241683
0,bn1,-65.15830550216822
0,conv1_relu1,-65.16240282946649
0,maxpool1,-75.34839950650583
0,layer1,-48.28884534955823
0,layer2,-40.68465482757837
0,layer3,-30.619736975175424
0,layer4,-33.81856526345518
0,avgpool,-49.035142237485296
0,final/signal/word_int,-43.16672302631432
0,final/signal/speaker_int,-51.57913006327878
0,final/noise/labels_binary_via_int,-56.9832956506172
