SoundID,LayerName,MSE (dB)
3,input_after_preproc,-89.7195819663922
3,conv1,-71.52954699710668
3,bn1,-64.29490845855861
3,conv1_relu1,-64.0497891565418
3,maxpool1,-72.8791390093169
3,layer1,-47.71317624835881
3,layer2,-38.93768522065312
3,layer3,-32.04657355891102
3,layer4,-33.34171821522713
3,avgpool,-42.70993306530623
3,final/signal/word_int,-40.783752878267535
3,final/signal/speaker_int,-45.65207977144556
3,final/noise/labels_binary_via_int,-52.50037879167843
