SoundID,LayerName,MSE (dB)
27,input_after_preproc,-86.66849333901608
27,conv1,-60.622692933289144
27,bn1,-57.19400110791437
27,conv1_relu1,-57.12398018706229
27,maxpool1,-57.08755567315103
27,layer1,-33.05758397999221
27,layer2,-25.94713208158499
27,layer3,-18.983267526683825
27,layer4,-16.053933868576955
27,avgpool,-27.891620231784202
27,final/signal/word_int,-20.762723720532197
27,final/signal/speaker_int,-22.636300441435353
27,final/noise/labels_binary_via_int,-55.3962882274875
