SoundID,LayerName,MSE (dB)
12,input_after_preproc,-91.70076856052823
12,conv1,-69.43783785498658
12,bn1,-65.47340159503875
12,conv1_relu1,-65.6422381490353
12,maxpool1,-77.0209660630675
12,layer1,-52.920680156351416
12,layer2,-41.66535031163225
12,layer3,-35.25456633488891
12,layer4,-34.68327544718833
12,avgpool,-48.06425640399787
12,final/signal/word_int,-42.70103876302595
12,final/signal/speaker_int,-50.83698370726596
12,final/noise/labels_binary_via_int,-56.42946660809369
