SoundID,LayerName,MSE (dB)
8,input_after_preproc,-81.39498975833669
8,conv1,-59.18084520028496
8,bn1,-53.246416487435454
8,conv1_relu1,-53.254752060398694
8,maxpool1,-49.424079956167674
8,layer1,-38.50357764762218
8,layer2,-30.460109504156957
8,layer3,-24.00016628634564
8,layer4,-23.625994862969407
8,avgpool,-31.940814586540732
8,final/signal/word_int,-24.53940088209492
8,final/signal/speaker_int,-37.072154499330175
8,final/noise/labels_binary_via_int,-59.25306763582824
