SoundID,LayerName,MSE (dB)
15,input_after_preproc,-92.36562980497536
15,conv1,-65.59348176800745
15,bn1,-64.56585159396238
15,conv1_relu1,-64.63682957491625
15,maxpool1,-77.73051515846477
15,layer1,-49.4690935451618
15,layer2,-41.59384887647518
15,layer3,-37.01573481259087
15,layer4,-45.65140641859997
15,avgpool,-55.15416213335173
15,final/signal/word_int,-33.951870488706305
15,final/signal/speaker_int,-45.10894185924808
15,final/noise/labels_binary_via_int,-67.2536555799442
