SoundID,LayerName,MSE (dB)
11,input_after_preproc,-93.56364372064664
11,conv1,-69.58452391987399
11,bn1,-58.337928105177866
11,conv1_relu1,-58.33830541599454
11,maxpool1,-60.77329735626502
11,layer1,-38.252997327007904
11,layer2,-28.85597267123687
11,layer3,-24.064787566235374
11,layer4,-28.85550777700572
11,avgpool,-43.39200033894088
11,final/signal/word_int,-35.28905327184327
11,final/signal/speaker_int,-43.003465399333024
11,final/noise/labels_binary_via_int,-51.9916784804098
