SoundID,LayerName,MSE (dB)
6,input_after_preproc,-96.28907534659925
6,conv1,-66.52655546227581
6,bn1,-62.270745170219556
6,conv1_relu1,-62.248926973271395
6,maxpool1,-66.41234864158756
6,layer1,-46.70986340983386
6,layer2,-38.777754686941044
6,layer3,-34.94361831247711
6,layer4,-32.61829491184011
6,avgpool,-40.23779591628548
6,final/signal/word_int,-22.586544872660536
6,final/signal/speaker_int,-29.67851898613769
6,final/noise/labels_binary_via_int,-67.71496431827083
