SoundID,LayerName,MSE (dB)
19,input_after_preproc,-90.8516705851552
19,conv1,-68.95960739337445
19,bn1,-65.56555982935856
19,conv1_relu1,-65.44808586345681
19,maxpool1,-73.72907704904007
19,layer1,-47.670082816426984
19,layer2,-42.04971680652534
19,layer3,-33.19797640400134
19,layer4,-31.183756652574672
19,avgpool,-40.01659019000976
19,final/signal/word_int,-35.715085271880824
19,final/signal/speaker_int,-43.37714490128785
19,final/noise/labels_binary_via_int,-67.18352039947868
