SoundID,LayerName,MSE (dB)
22,input_after_preproc,-88.81558752962766
22,conv1,-64.48181266633713
22,bn1,-59.21145038058906
22,conv1_relu1,-59.25855499335895
22,maxpool1,-61.676351658595465
22,layer1,-36.613745179089605
22,layer2,-29.267548654870378
22,layer3,-19.84697602928428
22,layer4,-13.90727706115177
22,avgpool,-25.859731973218448
22,final/signal/word_int,-21.999890829178828
22,final/signal/speaker_int,-24.214490452975138
22,final/noise/labels_binary_via_int,-56.977892516254094
