SoundID,LayerName,MSE (dB)
17,input_after_preproc,-79.70823072503778
17,conv1,-58.718055697604825
17,bn1,-61.74291477298317
17,conv1_relu1,-61.77925825432843
17,maxpool1,-59.55633309589232
17,layer1,-43.29144185107346
17,layer2,-35.12428354615949
17,layer3,-32.622994725457936
17,layer4,-30.802483920894424
17,avgpool,-42.28777193173106
17,final/signal/word_int,-26.735260267634477
17,final/signal/speaker_int,-33.04360605335471
17,final/noise/labels_binary_via_int,-61.64773508436346
