SoundID,LayerName,MSE (dB)
20,input_after_preproc,-90.23634912454169
20,conv1,-73.76708169213978
20,bn1,-63.75355748711751
20,conv1_relu1,-63.78869361400941
20,maxpool1,-72.2666055452308
20,layer1,-51.66978812932899
20,layer2,-44.983774272441934
20,layer3,-36.96471344908308
20,layer4,-36.45843868455216
20,avgpool,-43.22169183401194
20,final/signal/word_int,-36.11017088699793
20,final/signal/speaker_int,-46.26769432367638
20,final/noise/labels_binary_via_int,-65.91254105973236
