SoundID,LayerName,MSE (dB)
28,input_after_preproc,-91.31285865948634
28,conv1,-59.65033027053905
28,bn1,-58.00132021432464
28,conv1_relu1,-58.039051765659565
28,maxpool1,-53.20774901206099
28,layer1,-43.56578521546971
28,layer2,-35.63677463279333
28,layer3,-26.74435140733493
28,layer4,-38.070020764353806
28,avgpool,-41.950678175797414
28,final/signal/word_int,-20.33994458906568
28,final/signal/speaker_int,-34.08466583556615
28,final/noise/labels_binary_via_int,-58.70983760448191
