SoundID,LayerName,MSE (dB)
9,input_after_preproc,-92.99145453947727
9,conv1,-66.62106550465944
9,bn1,-57.950446174420094
9,conv1_relu1,-57.76600287421991
9,maxpool1,-69.66415549342213
9,layer1,-35.39574993543599
9,layer2,-28.060659687424675
9,layer3,-23.253501725427903
9,layer4,-24.913003766950194
9,avgpool,-38.03432501510383
9,final/signal/word_int,-32.848292535062136
9,final/signal/speaker_int,-37.89825215125792
9,final/noise/labels_binary_via_int,-49.45432590467749
