SoundID,LayerName,R^2
5,input_after_preproc,0.9999999990570239
5,conv1,0.9999997712185911
5,bn1,0.9999954306144352
5,conv1_relu1,0.9999955677620738
5,maxpool1,0.9999998417063523
5,layer1,0.9991161021262477
5,layer2,0.9948244312481912
5,layer3,0.9756837256921891
5,layer4,0.9927601029962961
5,avgpool,0.999355726213008
5,final/signal/word_int,0.9973154261940392
5,final/signal/speaker_int,0.9992601350430493
5,final/noise/labels_binary_via_int,0.9981498681250195
