SoundID,LayerName,R^2
8,input_after_preproc,0.9999999714705283
8,conv1,0.9999984548549885
8,bn1,0.9999930945648681
8,conv1_relu1,0.9999931079599637
8,maxpool1,0.9999814943979981
8,layer1,0.9998310924233138
8,layer2,0.9989908176559492
8,layer3,0.9954656231632092
8,layer4,0.9949253483253307
8,avgpool,0.9991766216867327
8,final/signal/word_int,0.9965060860850643
8,final/signal/speaker_int,0.9998041400009025
8,final/noise/labels_binary_via_int,0.9999778913071736
